slice_file_name,fold,classID
103074-7-0-2-ts-1.23.wav,1,7
103074-7-0-2-ps-2.wav,1,7
103074-7-1-0-ps-1.wav,1,7
103074-7-1-1-ts-0.81.wav,1,7
103074-7-1-1-ps-2.wav,1,7
103074-7-1-2-ps-1.wav,1,7
103074-7-1-3-ts-1.23.wav,1,7
103074-7-1-4-ts-1.23.wav,1,7
103074-7-1-5-ts-1.07.wav,1,7
103074-7-1-5-ps-1.wav,1,7
103074-7-1-6-ts-0.81.wav,1,7
103074-7-2-0-ts-0.93.wav,1,7
103074-7-2-0-ps--2.wav,1,7
103074-7-3-1-ts-0.93.wav,1,7
103074-7-3-3-ts-0.93.wav,1,7
103074-7-3-3-ps-1.wav,1,7
103074-7-4-1-ts-0.93.wav,1,7
103074-7-4-1-ps-2.wav,1,7
103074-7-4-2-ts-0.93.wav,1,7
103074-7-4-3-ts-1.23.wav,1,7
103074-7-4-3-ps--2.wav,1,7
103074-7-4-4-ts-1.23.wav,1,7
103074-7-4-4-ps-1.wav,1,7
103074-7-4-5-ts-0.81.wav,1,7
103074-7-4-5-ps--1.wav,1,7
103074-7-4-6-ts-0.93.wav,1,7
103074-7-4-6-ps--2.wav,1,7
103076-3-0-0-ps--2.wav,8,3
103076-3-1-0-ts-1.23.wav,8,3
103199-4-0-0-ts-0.81.wav,3,4
103199-4-0-0-ps--1.wav,3,4
103199-4-0-4-ps-1.wav,3,4
103199-4-0-6-ts-0.81.wav,3,4
103199-4-0-6-ps--2.wav,3,4
103199-4-1-0-ts-0.93.wav,3,4
103199-4-2-0-ts-0.81.wav,3,4
103199-4-2-0-ps-2.wav,3,4
103199-4-2-11-ts-1.07.wav,3,4
103199-4-2-2-ts-0.93.wav,3,4
103199-4-2-3-ts-1.07.wav,3,4
103199-4-2-3-ps--2.wav,3,4
103199-4-2-6-ts-0.81.wav,3,4
103199-4-2-6-ps-1.wav,3,4
103199-4-2-7-ts-0.81.wav,3,4
103199-4-2-7-ps-2.wav,3,4
103199-4-2-9-ts-1.23.wav,3,4
103199-4-6-0-ps--2.wav,3,4
103249-5-0-10-ps--2.wav,9,5
103249-5-0-11-ts-0.81.wav,9,5
103249-5-0-11-ps--2.wav,9,5
103249-5-0-12-ps--1.wav,9,5
103249-5-0-13-ts-0.81.wav,9,5
103249-5-0-13-ps--1.wav,9,5
103249-5-0-18-ps--1.wav,9,5
103249-5-0-2-ts-1.07.wav,9,5
103249-5-0-3-ts-0.93.wav,9,5
103249-5-0-3-ps-1.wav,9,5
103249-5-0-4-ts-0.81.wav,9,5
103249-5-0-4-ps--1.wav,9,5
103249-5-0-5-ts-0.93.wav,9,5
103249-5-0-5-ps--2.wav,9,5
103249-5-0-6-ts-1.23.wav,9,5
103249-5-0-9-ts-0.81.wav,9,5
103249-5-0-9-ps-2.wav,9,5
103258-5-0-0-ts-1.23.wav,1,5
103258-5-0-0-ps-2.wav,1,5
103258-5-0-1-ts-0.93.wav,1,5
103258-5-0-1-ps-1.wav,1,5
103258-5-0-10-ts-1.07.wav,1,5
103258-5-0-11-ps--1.wav,1,5
103258-5-0-15-ts-0.81.wav,1,5
103258-5-0-16-ps--2.wav,1,5
103258-5-0-17-ts-0.93.wav,1,5
103258-5-0-17-ps-1.wav,1,5
103258-5-0-18-ts-1.23.wav,1,5
103258-5-0-18-ps--2.wav,1,5
103258-5-0-5-ps-2.wav,1,5
103258-5-0-6-ts-0.93.wav,1,5
103258-5-0-6-ps--2.wav,1,5
103258-5-0-8-ts-0.81.wav,1,5
103258-5-0-8-ps--1.wav,1,5
103258-5-0-9-ts-0.93.wav,1,5
103438-5-0-1-ts-0.81.wav,10,5
103438-5-0-1-ps--2.wav,10,5
103438-5-0-2-ts-1.23.wav,10,5
103438-5-0-2-ps-1.wav,10,5
104327-2-0-19-ts-0.81.wav,6,2
104327-2-0-19-ps-2.wav,6,2
104327-2-0-3-ps--1.wav,6,2
104327-2-0-30-ts-1.07.wav,6,2
104327-2-0-34-ps-2.wav,6,2
104327-2-0-4-ts-1.23.wav,6,2
104421-2-0-1-ps-1.wav,5,2
104421-2-0-15-ts-1.07.wav,5,2
104421-2-0-20-ts-0.81.wav,5,2
104421-2-0-20-ps--1.wav,5,2
104421-2-0-3-ts-0.93.wav,5,2
104421-2-0-3-ps--2.wav,5,2
104421-2-0-5-ts-1.23.wav,5,2
104421-2-0-5-ps--2.wav,5,2
104421-2-1-3-ts-1.07.wav,5,2
104625-4-0-27-ts-1.23.wav,7,4
104625-4-0-29-ts-1.23.wav,7,4
104625-4-0-29-ps-1.wav,7,4
104625-4-0-3-ts-0.81.wav,7,4
104625-4-0-35-ps--1.wav,7,4
104625-4-0-41-ts-1.07.wav,7,4
104625-4-0-41-ps-2.wav,7,4
104625-4-0-45-ts-1.07.wav,7,4
104625-4-0-45-ps--2.wav,7,4
104625-4-0-51-ts-0.81.wav,7,4
104625-4-0-51-ps--1.wav,7,4
104625-4-0-55-ps-1.wav,7,4
104625-4-0-57-ts-0.93.wav,7,4
104625-4-0-66-ps--2.wav,7,4
104625-4-1-20-ps--1.wav,7,4
104625-4-1-8-ts-1.07.wav,7,4
104817-4-0-0-ps-2.wav,2,4
104817-4-0-11-ps--1.wav,2,4
104817-4-0-4-ts-0.93.wav,2,4
104817-4-0-9-ts-0.81.wav,2,4
104998-7-10-1-ts-0.93.wav,5,7
104998-7-10-1-ps-1.wav,5,7
104998-7-10-10-ts-0.81.wav,5,7
104998-7-10-10-ps-1.wav,5,7
104998-7-10-15-ps--2.wav,5,7
104998-7-10-8-ts-0.81.wav,5,7
104998-7-10-8-ps--2.wav,5,7
104998-7-10-9-ts-0.93.wav,5,7
104998-7-11-0-ts-1.23.wav,5,7
104998-7-11-0-ps-1.wav,5,7
104998-7-11-2-ts-1.23.wav,5,7
104998-7-11-2-ps-2.wav,5,7
104998-7-12-2-ts-1.07.wav,5,7
104998-7-14-1-ts-0.81.wav,5,7
104998-7-14-5-ts-0.81.wav,5,7
104998-7-14-6-ts-0.93.wav,5,7
104998-7-14-6-ps-2.wav,5,7
104998-7-15-1-ts-1.07.wav,5,7
104998-7-15-1-ps--2.wav,5,7
104998-7-15-3-ts-1.23.wav,5,7
104998-7-15-5-ts-0.81.wav,5,7
104998-7-15-5-ps-2.wav,5,7
104998-7-15-9-ts-1.07.wav,5,7
104998-7-15-9-ps-1.wav,5,7
104998-7-16-10-ts-0.93.wav,5,7
104998-7-16-10-ps-1.wav,5,7
104998-7-16-5-ts-0.93.wav,5,7
104998-7-16-6-ts-0.93.wav,5,7
104998-7-16-6-ps--2.wav,5,7
104998-7-16-7-ts-0.81.wav,5,7
104998-7-17-0-ts-1.07.wav,5,7
104998-7-17-1-ts-0.81.wav,5,7
104998-7-17-1-ps--2.wav,5,7
104998-7-17-14-ts-1.07.wav,5,7
104998-7-17-14-ps--1.wav,5,7
104998-7-17-4-ts-0.93.wav,5,7
104998-7-17-7-ts-1.23.wav,5,7
104998-7-17-7-ps--1.wav,5,7
104998-7-17-8-ps-2.wav,5,7
104998-7-18-13-ts-1.07.wav,5,7
104998-7-18-3-ts-1.07.wav,5,7
104998-7-18-9-ts-1.07.wav,5,7
104998-7-18-9-ps-2.wav,5,7
104998-7-19-0-ps-1.wav,5,7
104998-7-19-6-ps-2.wav,5,7
104998-7-19-7-ts-0.93.wav,5,7
104998-7-19-8-ts-1.07.wav,5,7
104998-7-19-9-ts-0.93.wav,5,7
104998-7-19-9-ps-2.wav,5,7
104998-7-2-5-ts-1.07.wav,5,7
104998-7-2-5-ps--2.wav,5,7
104998-7-3-1-ts-1.07.wav,5,7
104998-7-7-0-ps--2.wav,5,7
104998-7-7-1-ts-1.23.wav,5,7
104998-7-7-1-ps--2.wav,5,7
104998-7-7-7-ts-0.93.wav,5,7
104998-7-8-14-ts-1.23.wav,5,7
104998-7-8-14-ps-2.wav,5,7
104998-7-8-7-ts-0.93.wav,5,7
104998-7-8-7-ps--1.wav,5,7
104998-7-9-0-ps-2.wav,5,7
104998-7-9-9-ts-0.81.wav,5,7
104998-7-9-9-ps-1.wav,5,7
105029-7-0-0-ps-1.wav,9,7
105029-7-0-1-ts-0.81.wav,9,7
105029-7-0-1-ps--1.wav,9,7
105029-7-0-2-ts-1.07.wav,9,7
105029-7-0-2-ps--1.wav,9,7
105029-7-0-4-ts-1.23.wav,9,7
105029-7-0-6-ts-0.93.wav,9,7
105029-7-1-0-ts-0.93.wav,9,7
105029-7-1-0-ps--1.wav,9,7
105029-7-1-10-ts-0.93.wav,9,7
105029-7-1-11-ts-0.93.wav,9,7
105029-7-1-11-ps-2.wav,9,7
105029-7-1-12-ts-1.07.wav,9,7
105029-7-1-13-ts-0.93.wav,9,7
105029-7-1-2-ps-2.wav,9,7
105029-7-1-4-ts-1.07.wav,9,7
105029-7-1-5-ts-1.23.wav,9,7
105029-7-1-6-ts-0.93.wav,9,7
105029-7-1-7-ts-1.07.wav,9,7
105029-7-1-7-ps--1.wav,9,7
105029-7-1-8-ps-1.wav,9,7
105029-7-1-9-ts-1.23.wav,9,7
105029-7-1-9-ps-1.wav,9,7
105029-7-2-1-ps--2.wav,9,7
105029-7-2-12-ts-0.81.wav,9,7
105029-7-2-12-ps--2.wav,9,7
105029-7-2-13-ts-0.81.wav,9,7
105029-7-2-15-ps--1.wav,9,7
105029-7-2-16-ts-0.81.wav,9,7
105029-7-2-2-ps--2.wav,9,7
105029-7-2-4-ps--1.wav,9,7
105029-7-2-5-ts-1.07.wav,9,7
105029-7-2-5-ps--1.wav,9,7
105029-7-2-6-ts-0.81.wav,9,7
105029-7-2-6-ps-1.wav,9,7
105029-7-2-9-ts-0.81.wav,9,7
105029-7-3-0-ts-1.07.wav,9,7
105029-7-3-0-ps--2.wav,9,7
105029-7-3-1-ps--2.wav,9,7
105029-7-3-2-ts-1.07.wav,9,7
105029-7-3-2-ps--2.wav,9,7
105029-7-3-4-ts-0.81.wav,9,7
105029-7-3-4-ps--1.wav,9,7
105029-7-3-5-ts-0.93.wav,9,7
105029-7-3-5-ps-2.wav,9,7
105029-7-3-7-ps-2.wav,9,7
105029-7-4-0-ts-1.07.wav,9,7
105029-7-4-0-ps-1.wav,9,7
105029-7-4-1-ts-0.93.wav,9,7
105029-7-4-1-ps-1.wav,9,7
105029-7-4-2-ps-2.wav,9,7
105088-3-0-10-ts-0.81.wav,9,3
105088-3-0-19-ts-0.81.wav,9,3
105088-3-0-8-ps--2.wav,9,3
105289-8-0-0-ts-0.81.wav,7,8
105289-8-0-0-ps-2.wav,7,8
105289-8-0-2-ts-1.23.wav,7,8
105289-8-0-2-ps-1.wav,7,8
105289-8-0-5-ts-1.23.wav,7,8
105289-8-1-0-ts-1.07.wav,7,8
105289-8-1-0-ps-2.wav,7,8
105289-8-1-1-ts-0.81.wav,7,8
105289-8-1-1-ps-2.wav,7,8
105289-8-1-2-ts-0.81.wav,7,8
105289-8-1-4-ps-2.wav,7,8
105289-8-2-5-ts-0.93.wav,7,8
105289-8-2-5-ps-2.wav,7,8
105289-8-2-6-ts-1.07.wav,7,8
105289-8-2-6-ps-2.wav,7,8
105319-3-0-22-ts-0.81.wav,6,3
105319-3-0-22-ps--2.wav,6,3
105319-3-0-29-ts-1.23.wav,6,3
105319-3-0-29-ps-2.wav,6,3
105319-3-0-39-ts-0.81.wav,6,3
105319-3-0-39-ps-2.wav,6,3
105415-2-0-15-ts-0.81.wav,1,2
105415-2-0-21-ts-1.07.wav,1,2
105415-2-0-21-ps-2.wav,1,2
105415-2-0-24-ts-1.23.wav,1,2
105415-2-0-8-ps--1.wav,1,2
105425-9-0-10-ts-0.81.wav,5,9
105425-9-0-10-ps--2.wav,5,9
105425-9-0-12-ps--2.wav,5,9
105425-9-0-13-ts-1.07.wav,5,9
105425-9-0-13-ps-1.wav,5,9
105425-9-0-14-ts-0.93.wav,5,9
105425-9-0-14-ps--1.wav,5,9
105425-9-0-23-ts-0.81.wav,5,9
105425-9-0-23-ps-1.wav,5,9
106014-5-0-0-ts-1.07.wav,10,5
106014-5-0-0-ps-1.wav,10,5
106014-5-0-4-ts-0.93.wav,10,5
106015-5-0-0-ts-0.93.wav,2,5
106015-5-0-11-ts-0.93.wav,2,5
106015-5-0-12-ps--1.wav,2,5
106015-5-0-14-ts-0.81.wav,2,5
106015-5-0-14-ps-1.wav,2,5
106015-5-0-18-ts-1.23.wav,2,5
106015-5-0-19-ts-1.07.wav,2,5
106015-5-0-19-ps-2.wav,2,5
106015-5-0-2-ts-0.81.wav,2,5
106015-5-0-2-ps-2.wav,2,5
106015-5-0-4-ts-0.93.wav,2,5
106015-5-0-4-ps--2.wav,2,5
106015-5-0-5-ts-1.23.wav,2,5
106015-5-0-6-ps-1.wav,2,5
106015-5-0-7-ts-0.93.wav,2,5
106015-5-0-7-ps--1.wav,2,5
106015-5-0-8-ts-1.23.wav,2,5
106015-5-0-9-ts-1.23.wav,2,5
106015-5-0-9-ps--2.wav,2,5
106486-5-0-1-ps-2.wav,6,5
106486-5-0-2-ts-0.93.wav,6,5
106486-5-0-2-ps--2.wav,6,5
106487-5-0-0-ts-1.23.wav,5,5
106487-5-0-1-ts-1.07.wav,5,5
106487-5-0-1-ps-1.wav,5,5
106905-5-0-2-ps-1.wav,8,5
106905-8-0-0-ts-1.07.wav,1,8
106905-8-0-0-ps-2.wav,1,8
106905-8-0-1-ps-2.wav,1,8
106905-8-0-2-ts-1.07.wav,1,8
106905-8-0-2-ps-1.wav,1,8
106905-8-0-3-ts-1.23.wav,1,8
106905-8-0-3-ps-2.wav,1,8
106955-6-0-0-ps--1.wav,9,6
107090-1-0-0-ts-1.23.wav,8,1
107090-1-0-0-ps-2.wav,8,1
107228-5-0-0-ps-2.wav,3,5
107228-5-0-1-ps-1.wav,3,5
107228-5-0-2-ts-1.07.wav,3,5
107228-5-0-2-ps--2.wav,3,5
107228-5-0-3-ts-0.81.wav,3,5
107228-5-0-3-ps--2.wav,3,5
107228-5-0-4-ts-1.23.wav,3,5
107228-5-0-4-ps-2.wav,3,5
107228-5-0-5-ts-0.81.wav,3,5
107228-5-0-5-ps--2.wav,3,5
107228-5-0-6-ps-1.wav,3,5
107228-5-0-7-ts-0.81.wav,3,5
107228-5-0-7-ps-1.wav,3,5
107357-8-0-0-ts-1.07.wav,7,8
107357-8-0-1-ts-1.07.wav,7,8
107357-8-0-2-ts-1.07.wav,7,8
107357-8-0-2-ps--2.wav,7,8
107357-8-0-3-ps--2.wav,7,8
107357-8-0-4-ts-0.93.wav,7,8
107357-8-0-5-ts-1.07.wav,7,8
107357-8-0-5-ps--1.wav,7,8
107357-8-0-7-ps--2.wav,7,8
107357-8-0-8-ts-0.93.wav,7,8
107357-8-0-8-ps--2.wav,7,8
107357-8-1-0-ts-0.81.wav,7,8
107357-8-1-0-ps--1.wav,7,8
107357-8-1-1-ts-0.93.wav,7,8
107357-8-1-13-ts-0.93.wav,7,8
107357-8-1-13-ps-1.wav,7,8
107357-8-1-14-ts-1.23.wav,7,8
107357-8-1-14-ps--2.wav,7,8
107357-8-1-15-ts-0.93.wav,7,8
107357-8-1-16-ps--2.wav,7,8
107357-8-1-17-ts-0.81.wav,7,8
107357-8-1-17-ps--1.wav,7,8
107357-8-1-18-ts-0.93.wav,7,8
107357-8-1-2-ps-1.wav,7,8
107357-8-1-4-ts-1.07.wav,7,8
107357-8-1-5-ts-1.23.wav,7,8
107357-8-1-5-ps-1.wav,7,8
107357-8-1-6-ts-1.23.wav,7,8
107357-8-1-6-ps-2.wav,7,8
107357-8-1-7-ts-0.81.wav,7,8
107357-8-1-7-ps--1.wav,7,8
107357-8-1-9-ts-1.07.wav,7,8
107653-9-0-18-ts-0.81.wav,4,9
107653-9-0-18-ps-2.wav,4,9
107653-9-0-3-ts-0.81.wav,4,9
107653-9-0-3-ps-2.wav,4,9
107653-9-0-5-ps--1.wav,4,9
107653-9-0-7-ps--2.wav,4,9
107842-4-0-0-ts-1.23.wav,6,4
107842-4-0-0-ps--2.wav,6,4
107842-4-0-2-ts-0.93.wav,6,4
107842-4-0-2-ps-1.wav,6,4
107842-4-1-0-ts-0.81.wav,6,4
107842-4-1-0-ps-2.wav,6,4
107842-4-2-1-ts-1.07.wav,6,4
107842-4-2-2-ts-1.23.wav,6,4
107842-4-2-2-ps-2.wav,6,4
107842-4-2-3-ts-0.81.wav,6,4
107842-4-2-3-ps-1.wav,6,4
107842-4-2-4-ts-1.23.wav,6,4
107842-4-2-4-ps-2.wav,6,4
107842-4-3-0-ts-1.23.wav,6,4
107842-4-3-0-ps-1.wav,6,4
108041-9-0-11-ts-0.81.wav,1,9
108041-9-0-2-ps-1.wav,1,9
108041-9-0-5-ts-1.23.wav,1,9
108041-9-0-5-ps--2.wav,1,9
108041-9-0-6-ts-1.23.wav,1,9
108041-9-0-6-ps-1.wav,1,9
108041-9-0-7-ps-1.wav,1,9
108041-9-0-9-ps--1.wav,1,9
108187-3-2-0-ts-1.07.wav,2,3
108187-3-2-0-ps--1.wav,2,3
108187-3-3-0-ts-1.07.wav,2,3
108187-3-3-0-ps--2.wav,2,3
108187-3-6-0-ts-1.07.wav,2,3
108187-3-6-0-ps-2.wav,2,3
108357-9-0-15-ts-0.93.wav,5,9
108357-9-0-15-ps-1.wav,5,9
108357-9-0-2-ts-0.93.wav,5,9
108357-9-0-2-ps--1.wav,5,9
108357-9-0-27-ts-0.81.wav,5,9
108357-9-0-30-ts-1.07.wav,5,9
108357-9-0-30-ps--1.wav,5,9
108357-9-0-44-ts-0.93.wav,5,9
108362-2-0-11-ts-0.93.wav,1,2
108362-2-0-11-ps--2.wav,1,2
108362-2-0-12-ts-1.23.wav,1,2
108362-2-0-12-ps-2.wav,1,2
108362-2-0-23-ts-1.23.wav,1,2
108362-2-0-23-ps-2.wav,1,2
108362-2-0-29-ts-0.81.wav,1,2
108362-2-0-29-ps-2.wav,1,2
108362-2-0-30-ps-1.wav,1,2
108362-2-0-9-ts-0.81.wav,1,2
108362-2-0-9-ps-1.wav,1,2
108638-9-0-2-ts-0.81.wav,6,9
108638-9-0-2-ps-2.wav,6,9
108638-9-0-4-ts-0.81.wav,6,9
108638-9-0-4-ps--1.wav,6,9
108638-9-0-6-ts-1.07.wav,6,9
108638-9-0-6-ps--2.wav,6,9
109233-3-0-3-ts-0.93.wav,6,3
109233-3-0-4-ts-0.81.wav,6,3
109233-3-0-5-ts-0.93.wav,6,3
109233-3-0-5-ps-2.wav,6,3
109263-9-0-34-ts-0.93.wav,5,9
109263-9-0-34-ps-1.wav,5,9
109263-9-0-61-ps-1.wav,5,9
109263-9-0-78-ts-0.81.wav,5,9
109703-2-0-134-ps-2.wav,2,2
109703-2-0-29-ts-0.81.wav,2,2
109703-2-0-32-ps--1.wav,2,2
109703-2-0-50-ps-2.wav,2,2
109711-3-1-0-ts-1.23.wav,4,3
109711-3-1-0-ps-2.wav,4,3
109711-3-2-4-ts-1.23.wav,4,3
109711-3-2-4-ps-2.wav,4,3
109711-3-2-6-ps--2.wav,4,3
110134-3-0-0-ts-1.23.wav,8,3
110371-3-0-1-ts-0.93.wav,5,3
110371-3-0-1-ps-1.wav,5,3
110371-3-1-0-ps-1.wav,5,3
110371-3-1-1-ts-0.93.wav,5,3
110371-3-1-1-ps-2.wav,5,3
110621-7-0-0-ts-1.07.wav,4,7
110621-7-0-0-ps--2.wav,4,7
110621-7-0-2-ts-0.81.wav,4,7
110621-7-0-2-ps--1.wav,4,7
110621-7-0-3-ts-0.81.wav,4,7
110622-6-0-0-ps--1.wav,3,6
110688-3-0-2-ts-0.81.wav,8,3
110688-3-0-2-ps--1.wav,8,3
110688-3-0-32-ts-1.23.wav,8,3
110868-9-0-15-ts-1.07.wav,6,9
110868-9-0-8-ts-1.07.wav,6,9
110868-9-0-8-ps--1.wav,6,9
110918-3-0-26-ts-0.93.wav,7,3
110918-3-0-40-ts-1.23.wav,7,3
110918-3-0-40-ps-1.wav,7,3
110918-3-0-9-ts-1.23.wav,7,3
110918-3-0-9-ps--2.wav,7,3
111386-5-0-0-ps-2.wav,6,5
111386-5-0-1-ts-0.93.wav,6,5
111386-5-0-1-ps--1.wav,6,5
111386-5-0-2-ps-2.wav,6,5
111386-5-0-3-ts-1.07.wav,6,5
111386-5-0-3-ps--1.wav,6,5
111386-5-0-4-ps-1.wav,6,5
111386-5-0-7-ts-0.81.wav,6,5
111386-5-0-7-ps--1.wav,6,5
